,list1,list2
732,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
733,https://english.stackexchange.com/questions/473129/is-i-an-alphabet-or-a-letter,"
                    Is ""I"" an alphabet or a letter?
                "
734,https://worldbuilding.stackexchange.com/questions/130384/how-can-i-prevent-a-human-sacrifice-from-dying-before-a-ritual-is-complete,"
                    How can I prevent a human sacrifice from dying before a ritual is complete?
                "
735,https://skeptics.stackexchange.com/questions/42760/did-republicans-take-10-of-13-congressional-seats-in-the-2018-north-carolina-gen,"
                    Did Republicans take 10 of 13 Congressional seats in the 2018 North Carolina general election with roughly the same number of votes as Democrats?
                "
736,https://scifi.stackexchange.com/questions/198735/heinlein-works-where-slide-rule-is-used-to-calculate-navigation-in-space,"
                    Heinlein works where slide rule is used to calculate navigation in space
                "
737,https://salesforce.stackexchange.com/questions/239636/how-to-delete-all-debug-apex-logs,"
                    How to Delete All Debug Apex logs
                "
738,https://codegolf.stackexchange.com/questions/175978/sort-by-largest-digits,"
                    Sort by Largest Digit(s)
                "
739,https://rpg.stackexchange.com/questions/135645/how-would-something-passing-through-an-illusion-of-fog-or-mist-reveal-it-to-be-i,"
                    How would something passing through an illusion of fog or mist reveal it to be illusory?
                "
740,/questions/53304910/how-do-i-access-a-value-returned-by-a-promise-inside-promise,how do I access a value returned by a promise inside promise
741,/questions/53304697/get-the-iam-policy-document-using-nodejs-sdk,Get the IAM Policy document using nodeJS sdk
742,/questions/53304645/unable-to-compile-typescript-on-heroku,Unable to compile typescript on heroku
743,/questions/53304590/casterror-cast-to-objectid-failed-for-value-5be86bf8170c2c22f8bb93a6-at-path,CastError: Cast to ObjectId failed for value “5be86bf8170c2c22f8bb93a6 ” at path “_id” for model “Page”
744,/questions/53304553/using-system-environment-variables-in-node-react-with-docker,Using System environment variables in node / react with docker
745,/questions/53304522/how-can-i-deploy-an-node-app-on-amazon-ec2,How can I deploy an node app on Amazon EC2
746,/questions/53304509/how-do-i-input-a-nodejs-variable-as-a-parameter-in-a-mongodb-query,How do I input a NodeJS variable as a parameter in a MongoDB Query
747,/questions/53304431/node-mailer-554-response-code-using-outlook,Node Mailer 554 response code using outlook
748,/questions/53304430/mongodb-data-updated-but-axios-is-fetching-old-data,"mongodb data updated, but axios is fetching old data"
749,/questions/53304348/using-execsync-inside-promise-holds-up-the-async-code,Using execSync inside promise holds up the async code
750,/questions/53304328/nodejs-var-scope-difficulties,Nodejs var scope difficulties
751,/questions/53304207/how-to-query-using-a-specific-field-instead-of-id-in-express-js,how to query using a specific field instead of id in express js
752,/questions/53304186/why-the-post-method-doesnt-write-a-new-object-to-a-file,Why the post method doesn't write a new object to a file?
753,/questions/53304131/why-does-my-array-have-items-while-inside-the-map-but-empty-after-the-map-runs,Why does my array have items while inside the map but empty after the map runs?
754,/questions/53304104/sequelize-raw-query-columns-metadata-using-tedious-driver-mssql-dialect,Sequelize raw query columns metadata using Tedious driver (mssql dialect)
755,/questions/53303919/how-can-use-puppeteer-with-my-current-chrome-keeping-my-credentials,How can use puppeteer with my current chrome (keeping my credentials)
756,/questions/53303850/trying-to-make-a-rpg-game-on-angular-need-advice,"Trying to make a RPG Game on Angular, need advice"
757,/questions/53303751/why-the-bodyparser-json-was-used-twice,Why the bodyParser.json was used twice?
758,/questions/53303736/casperjs-wont-write-object-to-file,casperjs won't write object to file
759,/questions/53303625/jwt-get-user-details-and-set-expire-time,JWT get user details and set expire time
760,/questions/53303580/webpack-sass-babel-in-seperate-files,Webpack: sass & babel in seperate files
761,/questions/53303440/mocha-test-fail-ensure-don-is-called,Mocha test fail ensure don() is called
762,/questions/53303428/pm2-able-to-see-%c2%b4sys-stdout%c2%b4-in-global-logs-instead-of-python-exe,pm2 - Able to see ´sys.stdout´ in Global logs instead of python.exe
763,/questions/53303397/getting-error-read-einval-when-trying-to-run-ng-new-command-creating-an-asp,"getting error 'read EINVAL' , when trying to run ng new command (Creating an Asp.net Core app with Angular)"
764,/questions/53303332/trying-to-req-flash-across-controllers,Trying to req.flash() across controllers
765,/questions/53303297/nodejs-mongoclient-error-cyclic-dependency-detected-at-serializeobject,NodeJS MongoClient Error: cyclic dependency detected at serializeObject
766,/questions/53303289/pouchdb-adapter-leveldb-showing-error-in-leveldown-js,pouchdb-adapter-leveldb showing error in leveldown.js
767,/questions/53303197/emitter-between-main-js-and-modul,Emitter between Main.js and modul
768,/questions/53302948/ntlm-api-access-with-node-js,NTLM Api access with Node.js
769,/questions/53302867/retrieving-the-jwt-token-from-wso2-is-using-sso-oidc-authentication-protocol,Retrieving the JWT token from WSO2 IS using SSO OIDC authentication protocol
770,/questions/53302617/this-http-request-has-been-blocked-the-content-must-be-served-over-https,This 'http' request has been blocked; the content must be served over 'HTTPS'
771,/questions/53302533/failed-to-load-resource-neterr-connection-reset-node-js-only-on-certain-pc,Failed to load resource: net::ERR_CONNECTION_RESET node js - only on certain PC
772,/questions/53302330/invalid-http-endpoint-specified-for-uri-in-amazon-apigateway,Invalid HTTP endpoint specified for URI in Amazon ApiGateway
773,/questions/53302298/internal-server-error-deployment-on-azure-node-js-and-vue-js,Internal server error deployment on Azure - node.js and Vue.js
774,/questions/53302276/how-to-set-new-port-while-serving-application-through-static-server-in-react-js,How to set new port while serving application through static-server in React JS
775,/questions/53302241/nodejs-websocket-client-stay-in-pending-mode,NodeJS Websocket client stay in pending mode
776,/questions/53302157/register-domain-for-each-supath-of-my-server,Register domain for each /supath/ of my server
777,/questions/53302102/mongodb-insertmany-bulkwriteerror-avoid-catch-if-duplicate-key-and-perform-then,"MongoDB insertMany BulkWriteError, avoid catch if duplicate key and perform then function"
778,/questions/53302080/passportjs-openid-client-how-to-use-without-a-session-save-token-user-in-normal,"PassportJS openid-client How to use without a session, save token/user in normal cookie"
779,/questions/53302073/what-could-be-the-reason-for-http-requests-via-nodejs-to-127-0-0-1-getting-econn,What could be the reason for http requests via NodeJS to 127.0.0.1 getting ECONNREFUSED?
780,/questions/53301958/javascript-testing-in-a-php-application-without-node-or-express,JavaScript testing in a PHP application without node or express?
781,/questions/53301904/mongoose-query-with-array-of-datas-and-return-same-number-of-result,Mongoose: query with array of datas and return same number of result
782,/questions/53301708/node-js-sqlstring-alternative-which-allows-named-named-replacements,Node.js - sqlstring alternative which allows named named replacements
783,/questions/53301622/web-scraping-in-dialogflow,Web scraping in dialogflow
784,/questions/53301617/how-to-use-i18next-with-parse-server,How to use i18next with Parse Server?
785,/questions/53301565/create-json-from-object-where-keys-contain,Create json from object where keys contain '.'
786,/questions/53301412/aws-lambda-recursive-cant-success-to-do-it-right,"AWS Lambda recursive, can't success to do it right"
